"marriagedata.rownum","poll","poll.firm","poll.year","id","statenum","statename","region.cat","female","race.wbh","edu.cat","age.cat","age.cat6","age.edu.cat6","educ","age","democrat","republican","black","hispanic","weight","yes.of.opinion.holders","yes.of.all","state","state.initnum","region","no.of.all","no.of.opinion.holders"
"5531","ABC 2004Jan15","ABC ",2004,73,37,"pennsylvania",1,0,1,2,3,5,26,NA,60,0,0,0,0,1.09270000457764,0,0,"PA",39,"northeast",1,1
"5532","ABC 2004Jan15","ABC ",2004,77,31,"new york",1,0,1,3,2,3,15,NA,42,0,0,0,0,0.632600009441376,0,0,"NY",35,"northeast",1,1
"5533","ABC 2004Jan15","ABC ",2004,79,31,"new york",1,1,1,2,1,1,2,NA,20,0,0,0,0,1.81700003147125,0,0,"NY",35,"northeast",1,1
"5534","ABC 2004Jan15","ABC ",2004,88,16,"kentucky",3,0,1,1,3,4,19,NA,49,0,0,0,0,2.03660011291504,0,0,"KY",18,"south",1,1
"5535","ABC 2004Jan15","ABC ",2004,94,21,"michigan",2,0,1,4,4,6,34,NA,67,0,0,0,0,0.555000007152557,1,1,"MI",23,"midwest",0,0
"5536","ABC 2004Jan15","ABC ",2004,95,34,"ohio",2,1,1,2,2,2,8,NA,34,0,0,0,0,1.72010004520416,1,1,"OH",36,"midwest",0,0
"5537","ABC 2004Jan15","ABC ",2004,99,31,"new york",1,0,1,3,1,2,9,NA,25,1,0,0,0,1.04830002784729,1,1,"NY",35,"northeast",0,0
"5538","ABC 2004Jan15","ABC ",2004,101,21,"michigan",2,0,2,3,3,5,27,NA,60,0,0,1,0,0.562300026416779,0,0,"MI",23,"midwest",1,1
"5539","ABC 2004Jan15","ABC ",2004,107,32,"north carolina",3,0,1,3,3,4,21,NA,50,0,0,0,0,0.642300009727478,0,0,"NC",28,"south",1,1
"5540","ABC 2004Jan15","ABC ",2004,110,37,"pennsylvania",1,0,3,1,1,1,1,NA,18,1,0,0,1,2.16989994049072,1,1,"PA",39,"northeast",0,0
"5541","ABC 2004Jan15","ABC ",2004,114,21,"michigan",2,1,1,2,3,5,26,NA,64,0,0,0,0,1.40209996700287,0,0,"MI",23,"midwest",1,1
"5542","ABC 2004Jan15","ABC ",2004,119,37,"pennsylvania",1,1,1,4,3,4,22,NA,49,0,0,0,0,0.814400017261505,0,0,"PA",39,"northeast",1,1
"5543","ABC 2004Jan15","ABC ",2004,120,16,"kentucky",3,0,1,1,2,3,13,NA,41,0,0,0,0,1.79250001907349,0,0,"KY",18,"south",1,1
"5544","ABC 2004Jan15","ABC ",2004,122,13,"indiana",2,1,1,3,3,5,27,NA,62,0,0,0,0,0.696900010108948,0,0,"IN",16,"midwest",1,1
"5545","ABC 2004Jan15","ABC ",2004,123,37,"pennsylvania",1,1,1,4,3,4,22,NA,54,0,0,0,0,0.814400017261505,1,1,"PA",39,"northeast",0,0
"5546","ABC 2004Jan15","ABC ",2004,124,6,"connecticut",1,1,1,2,4,6,32,NA,68,0,0,0,0,1.40209996700287,0,0,"CT",7,"northeast",1,1
"5547","ABC 2004Jan15","ABC ",2004,127,34,"ohio",2,0,1,2,3,5,26,NA,64,0,0,0,0,0.882600009441376,0,0,"OH",36,"midwest",1,1
"5548","ABC 2004Jan15","ABC ",2004,133,6,"connecticut",1,1,1,2,3,4,20,NA,50,0,0,0,0,1.10739994049072,0,0,"CT",7,"northeast",1,1
"5549","ABC 2004Jan15","ABC ",2004,137,37,"pennsylvania",1,1,1,3,3,4,21,NA,50,0,1,0,0,0.814400017261505,1,1,"PA",39,"northeast",0,0
"5550","ABC 2004Jan15","ABC ",2004,140,32,"north carolina",3,1,1,3,2,2,9,NA,34,1,0,0,0,0.838599979877472,1,1,"NC",28,"south",0,0
"5551","ABC 2004Jan15","ABC ",2004,145,39,"south carolina",3,0,1,4,2,3,16,NA,35,0,0,0,0,0.632600009441376,0,0,"SC",41,"south",1,1
"5552","ABC 2004Jan15","ABC ",2004,149,39,"south carolina",3,1,2,3,1,1,3,NA,19,0,0,1,0,0.828100025653839,1,1,"SC",41,"south",0,0
"5553","ABC 2004Jan15","ABC ",2004,153,32,"north carolina",3,0,1,4,4,6,34,NA,74,0,0,0,0,0.555000007152557,0,0,"NC",28,"south",1,1
"5554","ABC 2004Jan15","ABC ",2004,173,6,"connecticut",1,1,1,2,4,6,32,NA,65,0,0,0,0,1.40209996700287,0,0,"CT",7,"northeast",1,1
"5555","ABC 2004Jan15","ABC ",2004,186,19,"maryland",3,1,1,3,2,3,15,NA,37,0,0,0,0,0.838599979877472,0,0,"MD",21,"south",1,1
"5556","ABC 2004Jan15","ABC ",2004,192,9,"florida",3,1,1,2,4,6,32,NA,71,0,0,0,0,1.40209996700287,0,0,"FL",10,"south",1,1
"5557","ABC 2004Jan15","ABC ",2004,194,32,"north carolina",3,1,1,2,2,3,14,NA,37,0,0,0,0,1.72010004520416,1,1,"NC",28,"south",0,0
"5558","ABC 2004Jan15","ABC ",2004,203,21,"michigan",2,1,1,2,4,6,32,NA,83,0,0,0,0,1.40209996700287,0,0,"MI",23,"midwest",1,1
"5559","ABC 2004Jan15","ABC ",2004,205,18,"maine",1,1,1,2,3,5,26,NA,62,0,0,0,0,1.40209996700287,NA,0,"ME",22,"northeast",1,NA
"5560","ABC 2004Jan15","ABC ",2004,207,44,"vermont",1,1,1,3,2,3,15,NA,36,1,0,0,0,0.838599979877472,0,0,"VT",47,"northeast",1,1
"5561","ABC 2004Jan15","ABC ",2004,208,34,"ohio",2,0,1,3,1,1,3,NA,21,0,1,0,0,1.04830002784729,0,0,"OH",36,"midwest",1,1
"5562","ABC 2004Jan15","ABC ",2004,213,10,"georgia",3,1,1,4,NA,NA,NA,NA,NA,0,0,0,0,1.3746999502182,0,0,"GA",11,"south",1,1
"5563","ABC 2004Jan15","ABC ",2004,222,21,"michigan",2,1,1,2,2,3,14,NA,43,0,0,0,0,1.72010004520416,1,1,"MI",23,"midwest",0,0
"5564","ABC 2004Jan15","ABC ",2004,224,9,"florida",3,1,1,4,3,4,22,NA,53,0,0,0,0,0.814400017261505,0,0,"FL",10,"south",1,1
"5565","ABC 2004Jan15","ABC ",2004,226,45,"virginia",3,1,1,3,3,5,27,NA,60,0,0,0,0,0.814400017261505,0,0,"VA",46,"south",1,1
"5566","ABC 2004Jan15","ABC ",2004,230,21,"michigan",2,0,2,1,3,4,19,NA,54,0,0,1,0,0.978399991989136,0,0,"MI",23,"midwest",1,1
"5567","ABC 2004Jan15","ABC ",2004,231,9,"florida",3,1,2,1,1,1,1,NA,19,1,0,1,0,3.56410002708435,1,1,"FL",10,"south",0,0
"5568","ABC 2004Jan15","ABC ",2004,233,37,"pennsylvania",1,1,1,2,2,3,14,NA,40,0,0,0,0,1.72010004520416,1,1,"PA",39,"northeast",0,0
"5569","ABC 2004Jan15","ABC ",2004,234,29,"new jersey",1,0,1,2,3,5,26,NA,60,0,0,0,0,1.09270000457764,1,1,"NJ",32,"northeast",0,0
"5570","ABC 2004Jan15","ABC ",2004,235,9,"florida",3,1,1,2,4,6,32,NA,71,0,0,0,0,1.40209996700287,0,0,"FL",10,"south",1,1
"5571","ABC 2004Jan15","ABC ",2004,237,31,"new york",1,1,1,2,3,4,20,NA,54,0,0,0,0,1.10739994049072,0,0,"NY",35,"northeast",1,1
"5572","ABC 2004Jan15","ABC ",2004,242,20,"massachusetts",1,1,1,2,2,3,14,NA,35,0,0,0,0,1.72010004520416,1,1,"MA",20,"northeast",0,0
"5573","ABC 2004Jan15","ABC ",2004,248,20,"massachusetts",1,0,1,2,3,4,20,NA,49,1,0,0,0,1.09270000457764,1,1,"MA",20,"northeast",0,0
"5574","ABC 2004Jan15","ABC ",2004,250,19,"maryland",3,0,1,2,4,6,32,NA,85,1,0,0,0,0.882600009441376,0,0,"MD",21,"south",1,1
"5575","ABC 2004Jan15","ABC ",2004,255,9,"florida",3,1,1,3,4,6,33,NA,78,0,0,0,0,0.696900010108948,1,1,"FL",10,"south",0,0
"5576","ABC 2004Jan15","ABC ",2004,259,9,"florida",3,0,1,2,3,5,26,NA,62,0,0,0,0,0.882600009441376,1,1,"FL",10,"south",0,0
"5577","ABC 2004Jan15","ABC ",2004,269,21,"michigan",2,0,1,4,3,4,22,NA,49,0,0,0,0,0.642300009727478,0,0,"MI",23,"midwest",1,1
"5578","ABC 2004Jan15","ABC ",2004,274,37,"pennsylvania",1,1,1,3,3,4,21,NA,48,0,1,0,0,0.814400017261505,0,0,"PA",39,"northeast",1,1
"5579","ABC 2004Jan15","ABC ",2004,275,31,"new york",1,1,2,3,1,1,3,NA,20,0,0,1,0,0.828100025653839,0,0,"NY",35,"northeast",1,1
"5580","ABC 2004Jan15","ABC ",2004,277,9,"florida",3,0,3,4,1,2,10,NA,26,0,0,0,1,1.04830002784729,0,0,"FL",10,"south",1,1
"5581","ABC 2004Jan15","ABC ",2004,280,32,"north carolina",3,1,1,4,2,2,10,NA,30,1,0,0,0,1.3746999502182,1,1,"NC",28,"south",0,0
"5582","ABC 2004Jan15","ABC ",2004,292,39,"south carolina",3,0,1,2,2,3,14,NA,44,0,1,0,0,1.30529999732971,0,0,"SC",41,"south",1,1
"5583","ABC 2004Jan15","ABC ",2004,293,20,"massachusetts",1,0,1,4,3,4,22,NA,52,1,0,0,0,0.642300009727478,1,1,"MA",20,"northeast",0,0
"5584","ABC 2004Jan15","ABC ",2004,294,9,"florida",3,0,1,1,2,3,13,NA,43,1,0,0,0,1.79250001907349,0,0,"FL",10,"south",1,1
"5585","ABC 2004Jan15","ABC ",2004,296,41,"tennessee",3,1,1,2,2,3,14,NA,41,0,0,0,0,1.72010004520416,0,0,"TN",43,"south",1,1
"5586","ABC 2004Jan15","ABC ",2004,302,44,"vermont",1,1,1,2,1,1,2,NA,23,0,0,0,0,1.81700003147125,1,1,"VT",47,"northeast",0,0
"5587","ABC 2004Jan15","ABC ",2004,306,34,"ohio",2,1,1,3,3,5,27,NA,56,0,0,0,0,0.814400017261505,0,0,"OH",36,"midwest",1,1
"5588","ABC 2004Jan15","ABC ",2004,307,21,"michigan",2,1,1,3,4,6,33,NA,73,1,0,0,0,0.696900010108948,0,0,"MI",23,"midwest",1,1
"5589","ABC 2004Jan15","ABC ",2004,308,38,"rhode island",1,1,1,4,1,2,10,NA,28,1,0,0,0,1.3746999502182,0,0,"RI",40,"northeast",1,1
"5590","ABC 2004Jan15","ABC ",2004,312,21,"michigan",2,0,1,1,4,6,31,NA,68,1,0,0,0,2.58139991760254,1,1,"MI",23,"midwest",0,0
"5591","ABC 2004Jan15","ABC ",2004,316,45,"virginia",3,0,1,4,2,3,16,NA,41,1,0,0,0,0.632600009441376,NA,0,"VA",46,"south",1,NA
"5592","ABC 2004Jan15","ABC ",2004,318,39,"south carolina",3,1,1,3,2,2,9,NA,32,0,0,0,0,0.838599979877472,1,1,"SC",41,"south",0,0
"5593","ABC 2004Jan15","ABC ",2004,319,32,"north carolina",3,1,1,3,1,1,3,NA,20,0,0,0,0,1.3746999502182,1,1,"NC",28,"south",0,0
"5594","ABC 2004Jan15","ABC ",2004,325,34,"ohio",2,0,1,3,1,1,3,NA,20,0,0,0,0,1.04830002784729,1,1,"OH",36,"midwest",0,0
"5595","ABC 2004Jan15","ABC ",2004,329,19,"maryland",3,1,2,4,2,3,16,NA,38,0,0,1,0,0.674799978733063,1,1,"MD",21,"south",0,0
"5596","ABC 2004Jan15","ABC ",2004,330,10,"georgia",3,1,2,2,3,4,20,NA,53,0,0,1,0,2.93510007858276,0,0,"GA",11,"south",1,1
"5597","ABC 2004Jan15","ABC ",2004,331,39,"south carolina",3,0,1,3,3,4,21,NA,45,0,1,0,0,0.642300009727478,0,0,"SC",41,"south",1,1
"5598","ABC 2004Jan15","ABC ",2004,335,21,"michigan",2,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.812399983406067,1,1,"MI",23,"midwest",0,0
"5599","ABC 2004Jan15","ABC ",2004,339,34,"ohio",2,0,1,4,1,2,10,NA,27,0,1,0,0,1.04830002784729,1,1,"OH",36,"midwest",0,0
"5600","ABC 2004Jan15","ABC ",2004,341,9,"florida",3,0,1,4,4,6,34,NA,82,0,0,0,0,0.555000007152557,0,0,"FL",10,"south",1,1
"5601","ABC 2004Jan15","ABC ",2004,343,39,"south carolina",3,1,1,3,3,4,21,NA,48,0,0,0,0,0.814400017261505,0,0,"SC",41,"south",1,1
"5602","ABC 2004Jan15","ABC ",2004,345,31,"new york",1,0,1,3,3,5,27,NA,58,1,0,0,0,0.642300009727478,1,1,"NY",35,"northeast",0,0
"5603","ABC 2004Jan15","ABC ",2004,347,9,"florida",3,0,1,4,4,6,34,NA,81,0,0,0,0,0.555000007152557,0,0,"FL",10,"south",1,1
"5604","ABC 2004Jan15","ABC ",2004,351,32,"north carolina",3,1,1,2,1,2,8,NA,29,0,0,0,0,1.81700003147125,0,0,"NC",28,"south",1,1
"5605","ABC 2004Jan15","ABC ",2004,352,21,"michigan",2,0,1,3,4,6,33,NA,70,0,0,0,0,0.555000007152557,NA,0,"MI",23,"midwest",1,NA
"5606","ABC 2004Jan15","ABC ",2004,379,29,"new jersey",1,1,2,2,1,1,2,NA,23,0,0,1,0,1.57239997386932,1,1,"NJ",32,"northeast",0,0
"5607","ABC 2004Jan15","ABC ",2004,381,10,"georgia",3,0,1,3,3,4,21,NA,52,0,0,0,0,0.642300009727478,1,1,"GA",11,"south",0,0
"5608","ABC 2004Jan15","ABC ",2004,383,9,"florida",3,1,1,2,4,6,32,NA,81,1,0,0,0,1.40209996700287,0,0,"FL",10,"south",1,1
"5609","ABC 2004Jan15","ABC ",2004,384,16,"kentucky",3,1,2,3,2,3,15,NA,39,0,0,1,0,0.674799978733063,1,1,"KY",18,"south",0,0
"5610","ABC 2004Jan15","ABC ",2004,405,45,"virginia",3,0,1,1,2,3,13,NA,43,0,0,0,0,1.79250001907349,0,0,"VA",46,"south",1,1
"5611","ABC 2004Jan15","ABC ",2004,410,31,"new york",1,1,3,4,2,2,10,NA,33,1,0,0,1,0.838599979877472,1,1,"NY",35,"northeast",0,0
"5612","ABC 2004Jan15","ABC ",2004,413,34,"ohio",2,1,1,3,4,6,33,NA,81,0,1,0,0,0.696900010108948,0,0,"OH",36,"midwest",1,1
"5613","ABC 2004Jan15","ABC ",2004,415,13,"indiana",2,1,1,2,2,3,14,NA,41,1,0,0,0,1.72010004520416,1,1,"IN",16,"midwest",0,0
"5614","ABC 2004Jan15","ABC ",2004,416,20,"massachusetts",1,0,1,4,3,5,28,NA,56,0,0,0,0,0.642300009727478,1,1,"MA",20,"northeast",0,0
"5615","ABC 2004Jan15","ABC ",2004,418,18,"maine",1,1,1,4,1,2,10,NA,25,1,0,0,0,1.3746999502182,1,1,"ME",22,"northeast",0,0
"5616","ABC 2004Jan15","ABC ",2004,423,32,"north carolina",3,1,1,4,3,5,28,NA,60,0,0,0,0,0.814400017261505,1,1,"NC",28,"south",0,0
"5617","ABC 2004Jan15","ABC ",2004,427,37,"pennsylvania",1,1,1,4,3,5,28,NA,56,0,0,0,0,0.814400017261505,1,1,"PA",39,"northeast",0,0
"5618","ABC 2004Jan15","ABC ",2004,429,13,"indiana",2,1,1,2,3,4,20,NA,54,0,0,0,0,1.10739994049072,1,1,"IN",16,"midwest",0,0
"5619","ABC 2004Jan15","ABC ",2004,432,21,"michigan",2,0,1,4,3,5,28,NA,59,0,0,0,0,0.642300009727478,1,1,"MI",23,"midwest",0,0
"5620","ABC 2004Jan15","ABC ",2004,440,31,"new york",1,0,1,2,3,4,20,NA,45,0,0,0,0,1.09270000457764,1,1,"NY",35,"northeast",0,0
"5621","ABC 2004Jan15","ABC ",2004,449,10,"georgia",3,1,2,2,1,1,2,NA,18,0,0,1,0,1.57239997386932,1,1,"GA",11,"south",0,0
"5622","ABC 2004Jan15","ABC ",2004,451,34,"ohio",2,1,2,3,4,6,33,NA,71,0,0,1,0,0.707599997520447,0,0,"OH",36,"midwest",1,1
"5623","ABC 2004Jan15","ABC ",2004,458,13,"indiana",2,1,1,4,4,6,34,NA,70,0,0,0,0,0.696900010108948,0,0,"IN",16,"midwest",1,1
"5624","ABC 2004Jan15","ABC ",2004,463,21,"michigan",2,0,1,4,3,4,22,NA,51,0,0,0,0,0.642300009727478,1,1,"MI",23,"midwest",0,0
"5625","ABC 2004Jan15","ABC ",2004,465,9,"florida",3,1,1,2,3,4,20,NA,47,0,0,0,0,1.10739994049072,1,1,"FL",10,"south",0,0
"5626","ABC 2004Jan15","ABC ",2004,476,29,"new jersey",1,1,2,2,2,3,14,NA,42,0,0,1,0,3.61649990081787,1,1,"NJ",32,"northeast",0,0
"5627","ABC 2004Jan15","ABC ",2004,486,34,"ohio",2,1,1,2,3,5,26,NA,56,0,0,0,0,1.10739994049072,0,0,"OH",36,"midwest",1,1
"5628","ABC 2004Jan15","ABC ",2004,488,9,"florida",3,0,1,3,3,4,21,NA,45,0,0,0,0,0.642300009727478,0,0,"FL",10,"south",1,1
"5629","ABC 2004Jan15","ABC ",2004,492,21,"michigan",2,1,1,3,1,2,9,NA,26,1,0,0,0,1.3746999502182,0,0,"MI",23,"midwest",1,1
"5630","ABC 2004Jan15","ABC ",2004,501,9,"florida",3,1,1,3,1,1,3,NA,23,0,0,0,0,1.3746999502182,0,0,"FL",10,"south",1,1
"5631","ABC 2004Jan15","ABC ",2004,502,9,"florida",3,0,2,4,2,2,10,NA,33,0,0,1,0,0.943400025367737,0,0,"FL",10,"south",1,1
"5632","ABC 2004Jan15","ABC ",2004,503,9,"florida",3,1,1,4,2,3,16,NA,43,1,0,0,0,0.838599979877472,1,1,"FL",10,"south",0,0
"5633","ABC 2004Jan15","ABC ",2004,504,41,"tennessee",3,0,1,2,3,4,20,NA,46,1,0,0,0,1.09270000457764,1,1,"TN",43,"south",0,0
"5634","ABC 2004Jan15","ABC ",2004,513,10,"georgia",3,0,2,3,1,1,3,NA,24,0,0,1,0,1.23699998855591,0,0,"GA",11,"south",1,1
"5635","ABC 2004Jan15","ABC ",2004,516,37,"pennsylvania",1,0,1,2,2,2,8,NA,31,0,0,0,0,1.30529999732971,0,0,"PA",39,"northeast",1,1
"5636","ABC 2004Jan15","ABC ",2004,517,34,"ohio",2,0,1,1,2,2,7,NA,32,1,0,0,0,1.79250001907349,1,1,"OH",36,"midwest",0,0
"5637","ABC 2004Jan15","ABC ",2004,520,38,"rhode island",1,1,1,3,4,6,33,NA,74,0,0,0,0,0.696900010108948,0,0,"RI",40,"northeast",1,1
"5638","ABC 2004Jan15","ABC ",2004,524,32,"north carolina",3,0,1,4,2,3,16,NA,35,0,1,0,0,0.632600009441376,1,1,"NC",28,"south",0,0
"5639","ABC 2004Jan15","ABC ",2004,532,16,"kentucky",3,0,1,3,3,5,27,NA,59,0,0,0,0,0.642300009727478,0,0,"KY",18,"south",1,1
"5640","ABC 2004Jan15","ABC ",2004,534,16,"kentucky",3,1,1,1,3,5,25,NA,58,0,0,0,0,1.70340001583099,0,0,"KY",18,"south",1,1
"5641","ABC 2004Jan15","ABC ",2004,538,34,"ohio",2,0,1,2,1,2,8,NA,28,0,0,0,0,1.67200005054474,0,0,"OH",36,"midwest",1,1
"5642","ABC 2004Jan15","ABC ",2004,541,37,"pennsylvania",1,0,1,4,2,3,16,NA,35,0,1,0,0,0.632600009441376,0,0,"PA",39,"northeast",1,1
"5643","ABC 2004Jan15","ABC ",2004,545,45,"virginia",3,0,1,4,3,4,22,NA,54,0,0,0,0,0.642300009727478,0,0,"VA",46,"south",1,1
"5644","ABC 2004Jan15","ABC ",2004,546,31,"new york",1,1,1,4,3,5,28,NA,57,0,0,0,0,0.814400017261505,NA,0,"NY",35,"northeast",1,NA
"5645","ABC 2004Jan15","ABC ",2004,548,37,"pennsylvania",1,0,1,1,3,5,25,NA,60,0,0,0,0,2.03660011291504,1,1,"PA",39,"northeast",0,0
"5646","ABC 2004Jan15","ABC ",2004,564,37,"pennsylvania",1,1,1,4,3,5,28,NA,55,0,0,0,0,0.814400017261505,0,0,"PA",39,"northeast",1,1
"5647","ABC 2004Jan15","ABC ",2004,567,31,"new york",1,0,1,1,1,2,7,NA,29,0,1,0,0,2.16989994049072,1,1,"NY",35,"northeast",0,0
"5648","ABC 2004Jan15","ABC ",2004,568,20,"massachusetts",1,0,1,3,3,4,21,NA,47,0,0,0,0,0.642300009727478,NA,0,"MA",20,"northeast",1,NA
"5649","ABC 2004Jan15","ABC ",2004,572,19,"maryland",3,0,1,4,2,3,16,NA,43,0,0,0,0,0.632600009441376,NA,0,"MD",21,"south",1,NA
"5650","ABC 2004Jan15","ABC ",2004,573,21,"michigan",2,1,NA,4,NA,NA,NA,NA,NA,0,0,NA,NA,0.814400017261505,0,0,"MI",23,"midwest",1,1
"5651","ABC 2004Jan15","ABC ",2004,576,6,"connecticut",1,1,1,3,4,6,33,NA,86,1,0,0,0,0.696900010108948,0,0,"CT",7,"northeast",1,1
"5652","ABC 2004Jan15","ABC ",2004,577,37,"pennsylvania",1,1,1,3,2,2,9,NA,33,0,0,0,0,0.838599979877472,1,1,"PA",39,"northeast",0,0
"5653","ABC 2004Jan15","ABC ",2004,583,31,"new york",1,0,NA,1,1,1,1,NA,18,0,0,NA,NA,2.16989994049072,0,0,"NY",35,"northeast",1,1
"5654","ABC 2004Jan15","ABC ",2004,584,31,"new york",1,1,3,3,2,2,9,NA,30,0,1,0,1,1.3746999502182,1,1,"NY",35,"northeast",0,0
"5655","ABC 2004Jan15","ABC ",2004,592,39,"south carolina",3,1,1,3,3,5,27,NA,55,0,0,0,0,0.814400017261505,0,0,"SC",41,"south",1,1
"5656","ABC 2004Jan15","ABC ",2004,594,13,"indiana",2,1,1,2,2,3,14,NA,44,0,0,0,0,1.72010004520416,0,0,"IN",16,"midwest",1,1
"5657","ABC 2004Jan15","ABC ",2004,598,6,"connecticut",1,0,1,4,2,3,16,NA,42,0,0,0,0,0.632600009441376,0,0,"CT",7,"northeast",1,1
"5658","ABC 2004Jan15","ABC ",2004,599,31,"new york",1,1,1,2,3,4,20,NA,51,0,0,0,0,1.10739994049072,1,1,"NY",35,"northeast",0,0
"5659","ABC 2004Jan15","ABC ",2004,600,45,"virginia",3,0,1,2,4,6,32,NA,81,0,0,0,0,0.882600009441376,0,0,"VA",46,"south",1,1
"5660","ABC 2004Jan15","ABC ",2004,604,13,"indiana",2,0,1,4,4,6,34,NA,73,0,0,0,0,0.555000007152557,0,0,"IN",16,"midwest",1,1
"5661","ABC 2004Jan15","ABC ",2004,607,10,"georgia",3,0,2,2,1,2,8,NA,29,0,0,1,0,0.733799993991852,0,0,"GA",11,"south",1,1
"5662","ABC 2004Jan15","ABC ",2004,608,9,"florida",3,1,1,4,3,5,28,NA,60,0,1,0,0,0.814400017261505,1,1,"FL",10,"south",0,0
"5663","ABC 2004Jan15","ABC ",2004,612,18,"maine",1,1,1,3,1,2,9,NA,25,0,1,0,0,1.3746999502182,1,1,"ME",22,"northeast",0,0
"5664","ABC 2004Jan15","ABC ",2004,614,29,"new jersey",1,1,1,4,3,4,22,NA,51,0,1,0,0,0.814400017261505,1,1,"NJ",32,"northeast",0,0
"5665","ABC 2004Jan15","ABC ",2004,620,31,"new york",1,1,2,1,2,3,13,NA,38,0,0,1,0,2.30620002746582,1,1,"NY",35,"northeast",0,0
"5666","ABC 2004Jan15","ABC ",2004,624,21,"michigan",2,1,2,2,3,5,26,NA,61,1,0,1,0,0.864799976348877,1,1,"MI",23,"midwest",0,0
"5667","ABC 2004Jan15","ABC ",2004,631,21,"michigan",2,0,1,4,1,2,10,NA,28,1,0,0,0,1.04830002784729,0,0,"MI",23,"midwest",1,1
"5668","ABC 2004Jan15","ABC ",2004,635,9,"florida",3,1,1,4,2,3,16,NA,44,0,0,0,0,0.838599979877472,NA,0,"FL",10,"south",1,NA
"5669","ABC 2004Jan15","ABC ",2004,639,32,"north carolina",3,1,1,1,3,4,19,NA,52,0,0,0,0,1.70340001583099,NA,0,"NC",28,"south",1,NA
"5670","ABC 2004Jan15","ABC ",2004,641,16,"kentucky",3,0,1,4,2,3,16,NA,35,0,0,0,0,0.632600009441376,0,0,"KY",18,"south",1,1
"5671","ABC 2004Jan15","ABC ",2004,642,10,"georgia",3,0,1,3,3,4,21,NA,45,1,0,0,0,0.642300009727478,1,1,"GA",11,"south",0,0
"5672","ABC 2004Jan15","ABC ",2004,649,34,"ohio",2,1,NA,4,NA,NA,NA,NA,NA,0,0,NA,NA,0.752799987792969,0,0,"OH",36,"midwest",1,1
"5673","ABC 2004Jan15","ABC ",2004,656,37,"pennsylvania",1,0,1,3,3,4,21,NA,52,0,0,0,0,0.642300009727478,NA,0,"PA",39,"northeast",1,NA
"5674","ABC 2004Jan15","ABC ",2004,658,31,"new york",1,1,NA,4,4,6,34,NA,75,0,0,NA,NA,0.696900010108948,1,1,"NY",35,"northeast",0,0
"5675","ABC 2004Jan15","ABC ",2004,659,37,"pennsylvania",1,0,1,4,3,4,22,NA,54,0,0,0,0,0.642300009727478,0,0,"PA",39,"northeast",1,1
"5676","ABC 2004Jan15","ABC ",2004,665,45,"virginia",3,1,1,3,1,1,3,NA,24,1,0,0,0,1.3746999502182,1,1,"VA",46,"south",0,0
"5677","ABC 2004Jan15","ABC ",2004,670,34,"ohio",2,0,1,1,1,1,1,NA,18,1,0,0,0,2.16989994049072,1,1,"OH",36,"midwest",0,0
"5678","ABC 2004Jan15","ABC ",2004,671,13,"indiana",2,1,1,3,3,5,27,NA,59,0,0,0,0,0.814400017261505,0,0,"IN",16,"midwest",1,1
"5679","ABC 2004Jan15","ABC ",2004,681,13,"indiana",2,1,1,3,4,6,33,NA,73,0,0,0,0,0.696900010108948,NA,0,"IN",16,"midwest",1,NA
"5680","ABC 2004Jan15","ABC ",2004,684,34,"ohio",2,1,2,4,3,5,28,NA,63,0,0,1,0,0.707599997520447,0,0,"OH",36,"midwest",1,1
"5681","ABC 2004Jan15","ABC ",2004,693,29,"new jersey",1,1,1,4,1,2,10,NA,26,1,0,0,0,1.3746999502182,1,1,"NJ",32,"northeast",0,0
"5682","ABC 2004Jan15","ABC ",2004,694,8,"district of columbia",5,0,1,3,1,2,9,NA,27,0,0,0,0,1.04830002784729,0,0,"DC",8,"dc",1,1
"5683","ABC 2004Jan15","ABC ",2004,695,42,"texas",3,0,3,3,2,2,9,NA,33,0,1,0,1,0.632600009441376,NA,0,"TX",44,"south",1,NA
"5684","ABC 2004Jan15","ABC ",2004,696,13,"indiana",2,0,1,2,3,5,26,NA,55,0,0,0,0,1.09270000457764,1,1,"IN",16,"midwest",0,0
"5685","ABC 2004Jan15","ABC ",2004,697,37,"pennsylvania",1,0,1,4,3,4,22,NA,49,0,0,0,0,0.642300009727478,0,0,"PA",39,"northeast",1,1
"5686","ABC 2004Jan15","ABC ",2004,698,10,"georgia",3,0,1,4,3,5,28,NA,57,0,0,0,0,0.642300009727478,0,0,"GA",11,"south",1,1
"5687","ABC 2004Jan15","ABC ",2004,703,10,"georgia",3,1,1,2,4,6,32,NA,69,0,0,0,0,1.40209996700287,0,0,"GA",11,"south",1,1
"5688","ABC 2004Jan15","ABC ",2004,706,31,"new york",1,1,1,3,1,1,3,NA,23,1,0,0,0,1.3746999502182,0,0,"NY",35,"northeast",1,1
"5689","ABC 2004Jan15","ABC ",2004,710,34,"ohio",2,1,1,3,2,3,15,NA,42,0,0,0,0,0.838599979877472,0,0,"OH",36,"midwest",1,1
"5690","ABC 2004Jan15","ABC ",2004,715,37,"pennsylvania",1,1,1,1,3,4,19,NA,54,0,0,0,0,1.70340001583099,0,0,"PA",39,"northeast",1,1
"5691","ABC 2004Jan15","ABC ",2004,716,32,"north carolina",3,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,1.10739994049072,0,0,"NC",28,"south",1,1
